@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.10292,0.73402,p
0.14023,0.53010,p
0.32779,0.62593,n
0.33335,0.63418,n
0.25203,0.45936,n
0.10668,0.12916,p
0.58682,0.56687,n
0.38902,0.58851,n
0.38962,0.52135,p
0.26284,0.47053,n
0.44908,0.19547,p
0.62382,0.19293,p
0.37552,0.30305,n
0.39762,0.43364,n
0.70074,0.68511,p
0.42502,0.39085,n
0.38691,0.67994,p
0.37057,0.38005,p
0.88137,0.09785,p
0.81181,0.57776,p
0.10332,0.41566,p
0.98635,0.26100,p
0.51605,0.46535,n
0.75795,0.66167,n
0.58687,0.36847,p
0.46136,0.40119,n
0.21305,0.96444,p
0.21799,0.49736,n
0.36291,0.54553,p
0.43849,0.49492,n
0.92823,0.39607,p
0.36575,0.82381,p
0.56798,0.60006,p
0.46375,0.61069,n
0.17665,0.86534,p
0.71998,0.49164,p
0.37838,0.48037,n
0.70154,0.83742,p
0.70055,0.20618,n
0.54055,0.96710,p
0.32130,0.35861,n
0.48211,0.63662,n
0.54582,0.38987,p
0.64852,0.48116,p
0.70080,0.20399,p
0.74149,0.22945,p
0.30807,0.46567,n
0.91241,0.81467,p
0.34274,0.63707,n
0.64245,0.63795,n
0.41198,0.52704,n
0.36410,0.30586,n
0.00650,0.80725,p
0.29310,0.47184,n
0.43879,0.48989,n
0.73990,0.18495,p
0.43100,0.37525,n
0.23021,0.50774,n
0.28637,0.29307,p
0.40676,0.54499,p
0.95484,0.38343,p
0.58736,0.76705,p
0.03476,0.07298,n
0.63469,0.70875,n
0.57167,0.57599,n
0.06982,0.64314,p
0.37193,0.53211,n
0.35798,0.46407,n
0.31428,0.52642,n
0.41083,0.06360,p
0.54936,0.26135,p
0.65818,0.58037,n
0.85185,0.25032,p
0.53613,0.68246,n
0.77845,0.00754,p
0.25356,0.73241,p
0.34441,0.61872,n
0.46465,0.62284,n
0.27742,0.49150,n
0.55056,0.48079,n
0.27768,0.56402,n
0.60569,0.41038,n
0.50405,0.38854,n
0.14491,0.99397,p
0.35845,0.87704,n
0.25289,0.37956,n
0.42687,0.64443,n
0.81893,0.57616,n
0.77900,0.52617,p
0.24465,0.71179,n
0.51833,0.46014,n
0.38900,0.83634,p
0.62336,0.70408,p
0.25919,0.39141,n
0.28839,0.42338,n
0.99292,0.91757,p
0.81909,0.75492,p
0.39657,0.64873,n
0.89696,0.28724,p
0.88620,0.57113,p
0.53994,0.50118,n
0.50502,0.17000,p
0.63493,0.28908,p
0.55256,0.61038,n
0.69911,0.87808,p
0.48764,0.35600,n
0.75099,0.18855,p
0.57851,0.60380,n
0.52740,0.03702,p
0.96578,0.76612,n
0.44518,0.43743,n
0.39931,0.61345,n
0.21855,0.42101,n
0.36060,0.39698,n
0.06146,0.98318,p
0.41677,0.59742,n
0.41120,0.38068,n
0.37382,0.49956,n
0.80182,0.63929,n
0.32962,0.37068,n
0.25345,0.39184,n
0.02952,0.25383,p
0.09423,0.07981,p
0.60746,0.56504,n
0.55894,0.37991,n
0.41206,0.69828,p
0.65887,0.73904,p
0.47274,0.33028,n
0.27072,0.40958,n
0.33525,0.48052,n
0.12130,0.23361,p
0.82622,0.37187,n
0.13787,0.63146,p
0.27983,0.41633,n
0.42340,0.50938,n
0.33409,0.37963,n
0.95558,0.70700,p
0.77026,0.22183,p
0.38188,0.55323,n
0.04019,0.39936,p
0.80214,0.21541,p
0.61066,0.94831,p
0.58672,0.20315,p
0.62833,0.82358,p
0.83559,0.43257,p
0.50693,0.93313,n
0.08735,0.09510,p
0.55058,0.60117,p
0.46197,0.55785,n
0.15316,0.27477,p
0.27098,0.62889,n
0.27628,0.59705,n
0.67391,0.74626,p
0.03500,0.31839,p
0.43052,0.48928,p
0.06333,0.09428,p
0.85842,0.03668,p
0.60216,0.58069,p
0.32322,0.40959,n
0.87933,0.34596,p
0.46644,0.56429,n
0.68267,0.03127,p
0.88026,0.56223,p
0.75865,0.59731,n
0.72744,0.58283,n
0.58653,0.48439,n
0.54646,0.71052,n
0.62588,0.17865,n
0.36598,0.44278,n
0.36409,0.56120,n
0.47059,0.58999,n
0.23876,0.93027,p
0.31983,0.88348,p
0.52601,0.38492,n
0.35673,0.34251,n
0.27507,0.60803,n
0.56370,0.46579,n
0.62932,0.22334,p
0.55708,0.39538,p
0.90800,0.36676,p
0.36315,0.42581,n
0.56282,0.54984,n
0.68789,0.81599,p
0.47911,0.61862,n
0.12205,0.97173,p
0.38573,0.41202,n
0.41492,0.52596,n
0.79830,0.48137,n
0.84540,0.87632,p
0.11553,0.06209,p
0.15935,0.62599,p
0.13331,0.88768,n
0.81349,0.97737,p
0.23630,0.65503,p
0.12886,0.36937,n
0.48123,0.09837,p
0.89534,0.46654,p
0.52763,0.62817,p
0.52661,0.39915,p
0.53739,0.25893,n
0.35213,0.88873,p
0.59336,0.47053,n
0.33853,0.40843,p
0.35704,0.68458,n
0.78435,0.15408,p
0.54601,0.51988,n
0.56709,0.86922,p
0.53499,0.89418,p
0.60387,0.66617,n
0.45301,0.41854,n
0.57954,0.48710,n
0.58305,0.28730,p
0.35530,0.43186,p
0.78687,0.49489,n
0.70972,0.14202,p
0.36496,0.54650,n
0.27000,0.55913,p
0.43468,0.49849,n
0.11336,0.14318,p
0.36041,0.65157,n
0.47731,0.67918,p
0.72782,0.48878,n
0.79647,0.49165,n
0.50065,0.24227,p
0.36360,0.64411,p
0.39665,0.27888,n
0.40670,0.35025,n
0.69995,0.40238,p
0.54720,0.87749,p
0.73009,0.66349,p
0.96085,0.02383,n
0.75801,0.35639,n
0.34858,0.31495,n
0.56943,0.66913,n
0.24966,0.19197,p
0.03144,0.58900,p
0.38312,0.69251,p
0.40836,0.76909,p
0.35749,0.08353,p
0.46521,0.46929,n
0.82213,0.35368,p
0.35102,0.54715,n
0.83488,0.21659,p
0.29785,0.49839,n
0.44645,0.53603,n
0.29655,0.40420,n
0.57627,0.69875,n
0.43246,0.84729,p
0.16646,0.84532,p
0.75442,0.44988,n
0.87651,0.87974,p
0.05885,0.64123,p
0.99336,0.98825,p
0.46616,0.29027,p
0.39053,0.60187,n
0.31815,0.14387,p
0.41803,0.14438,p
0.47998,0.62853,n
0.42922,0.42756,p
0.47112,0.69731,p
0.41474,0.41523,p
0.02169,0.20192,n
0.22927,0.18609,p
0.90279,0.76146,p
0.41511,0.40058,n
0.42033,0.61395,n
0.24259,0.28243,p
0.44075,0.74216,p
0.81381,0.38590,p
0.33674,0.40478,p
0.35955,0.48996,n
0.19026,0.52121,p
0.47972,0.58434,n
0.45612,0.33442,n
0.44039,0.20293,p
0.71072,0.29580,n
0.31746,0.66327,n
0.55331,0.63523,p
0.11780,0.38792,p
0.14973,0.50343,p
0.48522,0.45655,p
0.59670,0.90596,p
0.09304,0.19947,p
0.81048,0.54248,n
0.82697,0.39475,p
0.11137,0.56592,p
0.51490,0.92518,p
0.53610,0.62153,n
0.67653,0.45187,n
0.94011,0.44552,p
0.29300,0.37952,n
0.80342,0.74967,p
0.38553,0.19854,n
0.26281,0.65446,p
0.43377,0.16680,p
0.04728,0.50681,p
0.59709,0.50666,n
0.27747,0.80269,p
0.74025,0.58612,p
0.44872,0.79201,p
0.64042,0.26671,n
0.36187,0.51129,n
0.28893,0.46178,n
0.30124,0.39205,n
0.27784,0.49317,p
0.48758,0.72036,n
0.30361,0.36144,n
0.50713,0.39684,p
0.55053,0.30162,p
0.74104,0.50013,n
0.36404,0.46160,n
0.70840,0.33066,n
0.37795,0.41244,n
0.20471,0.32731,n
0.97851,0.89361,p
0.69406,0.70513,n
0.40417,0.03358,p
0.53761,0.06709,p
0.50523,0.20892,p
0.08435,0.36890,p
0.32323,0.23575,p
0.99753,0.20043,p
0.28463,0.59894,n
0.06480,0.37434,p
0.07032,0.75081,p
0.92416,0.08168,p
0.45960,0.36343,n
0.54804,0.35031,n
0.83119,0.23099,p
0.34723,0.44774,n
0.71739,0.68946,n
0.16884,0.16861,p
0.39528,0.50477,n
0.31937,0.48455,n
0.54658,0.51250,n
0.27433,0.51544,n
0.42477,0.29267,n
0.16384,0.09395,p
0.90685,0.24635,p
0.25937,0.05245,p
0.91405,0.71882,p
0.76600,0.34175,n
0.58186,0.59990,n
0.46950,0.83761,p
0.53183,0.39450,n
0.63500,0.57267,n
0.67011,0.58967,n
0.64516,0.69221,p
0.59977,0.63359,n
0.56207,0.53090,n
0.24973,0.06126,p
0.23960,0.11897,p
0.29541,0.58610,n
0.80571,0.63282,n
0.72097,0.50807,n
0.76901,0.41763,p
0.19372,0.43951,p
0.22544,0.48614,n
0.57431,0.80536,n
0.49856,0.38607,n
0.76790,0.22550,p
0.31803,0.36889,p
0.47409,0.40969,n
0.60311,0.25747,n
0.94008,0.98565,p
0.38222,0.56725,n
0.69298,0.39441,n
0.44492,0.68455,n
0.07211,0.14244,n
0.03071,0.08231,p
0.42159,0.89895,p
0.70892,0.61985,n
0.22502,0.95357,p
0.57484,0.38221,p
0.72332,0.36708,p
0.94514,0.46186,p
0.49321,0.34143,p
0.06233,0.80972,p
0.61517,0.21915,p
0.66674,0.10332,p
0.08813,0.78584,p
0.54613,0.60050,n
0.08772,0.91728,p
0.72026,0.94325,p
0.53767,0.69622,n
0.66466,0.54406,p
0.07559,0.43234,n
0.99419,0.34986,p
0.66861,0.75865,p
0.50854,0.33316,n
0.36974,0.42926,n
0.53257,0.19261,p
0.39178,0.30806,p
0.46166,0.29363,n
0.11852,0.77381,p
0.56660,0.12376,n
0.94989,0.38379,p
0.75687,0.85207,p
0.42486,0.35648,n
0.42251,0.47790,p
0.78274,0.35444,n
0.75664,0.60305,n
0.79717,0.35937,n
0.56122,0.35671,n
0.65567,0.57027,n
0.91105,0.50029,p
0.19786,0.64448,p
0.48619,0.28348,n
0.45414,0.55869,n
0.50161,0.96521,n
0.84896,0.86956,n
0.55885,0.33352,n
0.78773,0.11849,p
0.94595,0.83816,p
0.04503,0.49715,n
0.59463,0.92855,p
0.43025,0.33912,n
0.86015,0.38354,n
0.94954,0.73723,p
0.28563,0.33261,n
0.17001,0.99409,p
0.89675,0.66581,p
0.83132,0.17397,p
0.43261,0.37414,p
0.17747,0.10872,p
0.88186,0.45993,p
0.56694,0.98868,p
0.87599,0.01995,p
0.83993,0.69440,p
0.79630,0.52632,n
0.29384,0.76624,n
0.53831,0.30127,n
0.39841,0.28969,p
0.81748,0.83932,n
0.17963,0.77725,p
0.61235,0.42850,n
0.61287,0.67367,n
0.33493,0.51062,p
0.28497,0.64947,p
0.16265,0.13214,p
0.69694,0.48992,n
0.65847,0.41719,n
0.46025,0.40728,n
0.42186,0.48142,n
0.13568,0.08286,p
0.21672,0.49222,n
0.50170,0.40894,n
0.67390,0.58868,n
0.59874,0.62030,n
0.38669,0.47292,n
0.59072,0.70739,n
0.87072,0.72981,p
0.66087,0.36752,n
0.60594,0.62205,n
0.01571,0.90392,p
0.44092,0.30888,n
0.10922,0.23052,p
0.54249,0.03716,p
0.73759,0.37837,n
0.22400,0.01238,p
0.74406,0.03981,p
0.15579,0.61058,p
0.58331,0.37599,n
0.63509,0.97377,p
0.66593,0.04840,p
0.25391,0.69689,p
0.79311,0.50289,n
0.76541,0.61768,n
0.70048,0.78709,p
0.85004,0.44906,p
0.77626,0.63615,n
0.37748,0.32348,p
0.70923,0.43729,n
0.61053,0.39376,n
0.40673,0.45299,n
0.61274,0.54033,n
0.05301,0.32822,p
0.22509,0.95256,p
0.02081,0.25330,p
0.81644,0.17354,p
0.89085,0.90785,p
0.75612,0.64496,n
0.17228,0.54671,p
0.49546,0.55690,n
0.72187,0.42520,n
0.06780,0.82777,p
0.53020,0.52670,n
0.61444,0.61042,n
0.80277,0.09362,p
0.59631,0.50747,n
0.64885,0.33276,p
0.10292,0.80673,p
0.83315,0.72195,p
0.20816,0.25050,p
0.35962,0.34577,n
0.44106,0.35224,p
0.32492,0.38810,p
0.84425,0.20030,p
0.81685,0.08647,p
0.44922,0.08066,p
0.36285,0.47654,n
0.15530,0.02469,p
0.48536,0.07901,p
0.43411,0.47981,n
0.23880,0.41755,n
0.65435,0.73236,p
0.45062,0.51074,n
0.28183,0.45821,n
0.33859,0.66423,n
0.36094,0.66654,n
0.62499,0.42573,n
0.30892,0.67191,n
0.21650,0.16429,p
0.50428,0.23138,p
0.52309,0.49010,n
0.40114,0.39061,n
0.42616,0.47187,n
0.29980,0.60508,n
0.25800,0.34551,p
0.41371,0.54913,n
0.44966,0.55395,n
0.54727,0.55042,n
0.29240,0.41362,n
0.42265,0.14180,p
0.27619,0.35691,n
0.25792,0.55928,n
0.47517,0.49739,n
0.30792,0.81547,p
0.57188,0.58979,n
0.15933,0.87975,p
0.92601,0.99043,p
0.34541,0.36855,n
0.84330,0.67664,p
0.25396,0.49910,n
0.48712,0.24906,p
0.25814,0.45243,n
0.92603,0.58351,p
0.39975,0.68487,n
0.93463,0.65857,p
0.45352,0.38779,n
0.55631,0.23583,n
0.19613,0.35475,p
0.01954,0.11236,p
0.15830,0.10286,n
0.88099,0.70454,p
0.40717,0.36224,n
0.81523,0.01836,p
0.22812,0.56460,n
0.90811,0.91466,p
0.20249,0.07827,p
0.41453,0.49692,n
0.36185,0.35022,n
0.64156,0.81211,p
0.83877,0.12755,n
0.36173,0.61640,n
0.32542,0.46619,n
0.72159,0.31342,p
0.52442,0.44062,n
0.37556,0.64924,n
0.72591,0.10190,p
0.87552,0.45451,p
0.78916,0.11594,p
0.76261,0.20382,p
0.72012,0.76448,p
0.85919,0.59371,p
0.91459,0.95810,p
0.38413,0.52899,n
0.45473,0.45350,n
0.37804,0.88640,p
0.40379,0.58408,n
0.66014,0.93988,p
0.37030,0.40769,p
0.77045,0.32698,p
0.28732,0.48206,n
0.41890,0.56265,n
0.58805,0.85979,p
0.33943,0.61490,n
0.61237,0.18494,p
0.76522,0.46395,p
0.40337,0.46221,n
0.56037,0.05048,p
0.20809,0.47594,p
0.04799,0.26984,p
0.51419,0.47352,n
0.30276,0.58613,n
0.12288,0.59164,p
0.39930,0.49821,n
0.50414,0.46319,n
0.39037,0.62279,p
0.55002,0.38245,n
0.81363,0.28077,p
0.21239,0.66166,n
0.35076,0.32307,n
0.39486,0.92267,p
0.52428,0.78088,p
0.28839,0.40879,n
0.80550,0.66589,p
0.35698,0.55360,n
0.36759,0.84129,p
0.78770,0.99194,p
0.83419,0.16112,n
0.51766,0.48437,n
0.97085,0.47030,p
0.46490,0.50167,n
0.22654,0.43749,n
0.33615,0.61374,n
0.48827,0.33659,n
0.75583,0.12957,p
0.34010,0.53822,n
0.77355,0.82764,p
0.95461,0.50167,p
0.40484,0.65605,n
0.50121,0.87805,p
0.47670,0.04149,n
0.30653,0.60602,n
0.25729,0.43729,p
0.70873,0.28764,p
0.33649,0.57710,n
0.39929,0.69914,n
0.36018,0.47420,n
0.62612,0.23055,p
0.45852,0.68171,n
0.32240,0.34908,n
0.15331,0.37635,p
0.79846,0.12269,n
0.52260,0.46687,p
0.43275,0.40622,n
0.94322,0.30113,p
0.92707,0.91363,n
0.52960,0.57806,p
0.42359,0.51608,n
0.34258,0.98773,p
0.35340,0.35111,n
0.59143,0.96330,p
0.71857,0.98819,p
0.55206,0.45905,n
0.94811,0.60818,p
0.52688,0.87857,p
0.82006,0.31067,p
0.21546,0.55027,n
0.55161,0.59281,n
0.89625,0.40166,n
0.07509,0.95569,p
0.12613,0.79329,p
0.45160,0.59105,p
0.72828,0.20671,n
0.70938,0.44416,p
0.33080,0.55034,n
0.98275,0.86418,p
0.15867,0.56411,p
0.51784,0.41803,n
0.41124,0.35016,n
0.44479,0.56461,n
0.99268,0.24505,p
0.45260,0.34008,p
0.34835,0.51795,n
0.39211,0.31051,n
0.46286,0.51482,n
0.56732,0.47461,n
0.40080,0.45150,n
0.56263,0.57194,n
0.67450,0.74394,p
0.42337,0.60474,n
0.53544,0.06222,p
0.37805,0.67336,p
0.20204,0.20582,p
0.15178,0.76424,p
0.80400,0.47761,p
0.45907,0.65227,n
0.60602,0.78001,p
0.09732,0.10337,p
0.36532,0.55092,n
0.93289,0.43503,n
0.23450,0.03432,p
0.17262,0.81094,p
0.31527,0.41395,n
0.58116,0.52253,n
0.28578,0.61585,n
0.58201,0.72318,p
0.49563,0.77518,p
0.30808,0.58590,n
0.48688,0.24359,p
0.82349,0.08755,p
0.14286,0.46712,p
0.28020,0.52231,p
0.39114,0.44522,n
0.91492,0.11634,p
0.40892,0.39064,n
0.84501,0.92095,p
0.18644,0.87833,n
0.28873,0.52869,n
0.43439,0.42613,n
0.30482,0.45477,n
0.24350,0.60524,p
0.85917,0.09735,n
0.31992,0.50901,n
0.83721,0.14125,p
0.94164,0.64317,p
0.36116,0.52317,n
0.27840,0.50128,n
0.37604,0.42440,n
0.50449,0.61693,n
0.44331,0.64450,n
0.36308,0.44079,n
0.11691,0.00316,n
0.50805,0.65174,n
0.21342,0.44684,p
0.03812,0.71209,p
0.73568,0.64364,p
0.54636,0.15726,p
0.50069,0.61284,n
0.38798,0.40846,n
0.39678,0.08535,p
0.41917,0.61732,n
0.75247,0.35012,p
0.41840,0.70524,p
0.68439,0.31923,p
0.82324,0.45269,p
0.51859,0.58216,n
0.46325,0.32385,n
0.00705,0.89666,p
0.55460,0.45322,n
0.39640,0.37538,n
0.34393,0.38136,n
0.53215,0.41004,n
0.32266,0.33258,n
0.29865,0.92553,p
0.44979,0.49415,n
0.39602,0.40388,n
0.34542,0.37085,n
0.40515,0.47829,n
0.51893,0.63883,n
0.56857,0.47999,n
0.86941,0.83550,p
0.69402,0.67220,p
0.13850,0.86678,p
0.48359,0.40933,n
0.48292,0.55522,n
0.74498,0.10228,p
0.38728,0.31947,n
0.40979,0.31441,n
0.00940,0.13994,p
0.56612,0.44915,n
0.58828,0.58611,p
0.23023,0.41085,n
0.11031,0.26339,p
0.34494,0.46205,n
0.55901,0.64201,p
0.34322,0.65758,n
0.33555,0.31594,n
0.27487,0.54175,p
0.14492,0.30912,p
0.00500,0.66018,p
0.65932,0.82491,p
0.26184,0.55325,n
0.24441,0.41289,n
0.46171,0.45162,n
0.67227,0.21836,p
0.87072,0.60238,p
0.40261,0.67248,n
0.23504,0.53521,n
0.70159,0.49921,p
0.05000,0.89423,n
0.40956,0.53929,p
0.00030,0.40712,p
0.82907,0.11142,p
0.48413,0.42980,n
0.17612,0.19022,p
0.51978,0.56806,n
0.59201,0.55233,n
0.12304,0.43060,p
0.29164,0.49788,n
0.56915,0.22220,n
0.49270,0.83814,p
0.48050,0.55775,n
0.38189,0.91273,p
0.94344,0.36403,p
0.24997,0.10320,p
0.21226,0.25858,p
0.28672,0.44212,n
0.46144,0.50850,n
0.68222,0.15074,p
0.29209,0.66139,n
0.41147,0.72576,p
0.33600,0.35011,n
0.35150,0.64121,n
0.54711,0.44546,n
0.55120,0.53063,n
0.44697,0.45772,n
0.51890,0.43007,n
0.55490,0.40115,n
0.44651,0.48054,n
0.51466,0.40072,n
0.22629,0.45095,n
0.38687,0.65724,n
0.46686,0.53871,n
0.25420,0.39191,n
0.47737,0.65057,n
0.37830,0.31939,p
0.46694,0.59949,n
0.78411,0.64099,p
0.43345,0.68300,n
0.71047,0.66105,n
0.73435,0.12420,p
0.21440,0.51462,n
0.29403,0.02971,p
0.82358,0.16045,p
0.48504,0.43902,n
0.31821,0.41401,n
0.39114,0.30493,n
0.54350,0.56733,n
0.49074,0.55336,n
0.41722,0.00885,p
0.67370,0.73989,p
0.53323,0.59638,n
0.11032,0.83510,p
0.58336,0.46015,n
0.45186,0.46321,n
0.44150,0.41562,n
0.86443,0.24788,n
0.58703,0.46492,n
0.48441,0.66049,n
0.57225,0.77548,p
0.23627,0.25745,p
0.57715,0.32282,p
0.12446,0.84628,p
0.14352,0.12983,p
0.86492,0.13772,p
0.40333,0.03290,p
0.59160,0.62243,p
0.41405,0.68244,n
0.32380,0.38721,n
0.90439,0.54857,p
0.53532,0.50520,n
0.46226,0.55875,n
0.34664,0.95321,p
0.53465,0.46902,n
0.30020,0.47396,n
0.60932,0.29002,p
0.38729,0.63059,n
0.18890,0.99230,p
0.97926,0.98500,p
0.77585,0.31660,p
0.35781,0.54864,n
0.54216,0.11099,n
0.54262,0.59931,n
0.12097,0.02731,p
0.35795,0.70867,p
0.29428,0.15870,p
0.39231,0.39708,n
0.23636,0.20583,n
0.45936,0.60131,n
0.88311,0.04457,p
0.32204,0.50171,n
0.48621,0.35353,n
0.42352,0.46768,n
0.93492,0.25951,p
0.22030,0.52604,n
0.09867,0.69949,p
0.40023,0.66129,n
0.55127,0.74185,p
0.41937,0.69700,n
0.04270,0.88489,p
0.69987,0.65257,p
0.88655,0.15550,p
0.47904,0.77768,p
0.41402,0.49391,n
0.93731,0.35939,p
0.77475,0.32387,n
0.51010,0.51855,n
0.51316,0.51630,n
0.21607,0.70724,p
0.31237,0.61478,n
0.56729,0.63330,p
0.37844,0.50380,n
0.02466,0.66730,p
0.21081,0.49197,p
0.59037,0.48456,n
0.19921,0.96258,p
0.28309,0.66143,n
0.27385,0.69098,p
0.73181,0.95630,p
0.77694,0.04260,p
0.21978,0.42963,n
0.40123,0.68791,n
0.27479,0.63353,n
0.06247,0.11884,p
0.10031,0.45402,p
0.25129,0.59106,n
0.18837,0.24135,p
0.37020,0.58767,n
0.64431,0.79924,p
0.32427,0.94153,p
0.18717,0.43198,p
0.56019,0.52925,n
0.21623,0.36484,p
0.52070,0.60562,n
0.04680,0.54499,p
0.04912,0.86211,p
0.45050,0.73641,p
0.35869,0.39165,n
0.46410,0.40756,n
0.03027,0.41762,p
0.28870,0.43424,p
0.32178,0.39192,p
0.50347,0.42389,n
0.46291,0.45708,n
0.43422,0.41352,n
0.54697,0.42929,n
0.30728,0.49130,n
0.81631,0.44391,p
0.46261,0.63828,n
0.03794,0.67748,p
0.29485,0.59769,n
0.40975,0.48916,n
0.23968,0.53430,n
0.69829,0.78446,n
0.59789,0.51413,n
0.00745,0.18851,p
0.51131,0.60694,n
0.27086,0.44656,n
0.74141,0.65251,p
0.08492,0.84280,p
0.10436,0.64026,p
0.30743,0.75711,p
0.97015,0.59701,p
0.71832,0.41512,p
0.28369,0.54176,n
0.37983,0.42437,p
0.40212,0.24276,p
0.39297,0.49806,n
0.63813,0.98520,p
0.34435,0.56407,n
0.46435,0.07411,n
0.34138,0.46746,n
0.79673,0.95781,p
0.36713,0.33534,n
0.49168,0.36150,n
0.04272,0.13194,p
0.29496,0.34916,n
0.74447,0.75755,p
0.16010,0.10633,p
0.59242,0.95128,p
0.38351,0.43751,n
0.94519,0.24366,p
0.87054,0.24759,p
0.36513,0.65760,n
0.54646,0.49598,n
0.71162,0.56770,p
0.47793,0.36269,n
0.99398,0.50258,p
0.60664,0.32025,p
0.29951,0.48778,n
0.44863,0.45041,n
0.30397,0.34116,n
0.08251,0.57096,p
0.04500,0.59684,n
0.29364,0.78274,p
0.48083,0.41449,n
0.53113,0.41917,n
0.49635,0.39275,n
0.54767,0.45052,n
0.22472,0.42792,n
0.34285,0.54038,n
0.56741,0.63924,p
0.30063,0.51514,n
0.35206,0.51164,n
0.69311,0.64514,p
0.53439,0.89232,n
0.37192,0.65034,n
0.28302,0.50621,n
0.05442,0.63594,p
0.25171,0.96910,p
0.37288,0.65635,n
0.29556,0.34537,n
0.86080,0.36540,p
0.66706,0.46687,p
0.09685,0.45793,p
0.43968,0.59973,n
0.59090,0.12179,p
0.34900,0.43175,n
0.28465,0.48552,n
0.30835,0.33509,n
0.35160,0.15817,p
0.27782,0.50458,n
0.85051,0.06671,p
0.46755,0.68057,n
0.86618,0.42248,p
0.42881,0.27183,p
0.49565,0.51786,n
0.68560,0.04391,p
0.50537,0.42731,n
0.46717,0.34107,n
0.82245,0.00992,n
0.23106,0.45236,n
0.24935,0.45669,n
0.63869,0.12847,p
0.88730,0.19802,p
0.37488,0.88615,p
0.36153,0.06830,p
0.24379,0.39213,n
0.77062,0.65990,p
0.80030,0.01542,p
0.41844,0.40455,n
0.47834,0.08915,n
0.34912,0.40036,n
0.47628,0.58015,n
0.26884,0.35719,n
0.92457,0.32449,p
0.05554,0.70876,p
0.00433,0.63484,p
0.56745,0.49477,n
0.15341,0.87672,p
0.33925,0.57638,n
0.70230,0.51116,p
0.62764,0.35425,p
0.65906,0.58033,p
0.15219,0.42229,p
0.23173,0.59041,n
0.78367,0.63973,p
0.74231,0.68055,p
0.29496,0.51229,n
0.75180,0.33302,p
0.62586,0.20329,p
0.48120,0.67008,n
0.48872,0.79511,p
0.17909,0.02621,p
0.57668,0.46632,n
0.28126,0.56708,n
0.54738,0.22307,p
0.24114,0.96863,p
0.53968,0.58826,n
0.94402,0.74750,p
0.58732,0.52927,n
0.50739,0.79074,p
0.25145,0.46676,n
0.23561,0.58461,n
0.73741,0.18491,p
0.31180,0.59627,n
0.91075,0.54313,p
0.67133,0.62014,p
0.40996,0.54839,n
0.35061,0.68826,n
0.05993,0.11194,p
0.83718,0.62009,p
0.53049,0.02740,p
0.13120,0.43591,p
0.00382,0.23084,p
0.94614,0.24797,p
0.30715,0.34720,n
0.64942,0.08522,p
0.79701,0.08318,p
0.01103,0.52220,p
0.81988,0.90464,p
0.56864,0.51473,n
0.75908,0.99260,p
0.33346,0.82634,p
0.34575,0.62783,n
0.47724,0.93416,p
0.84377,0.88629,p
0.27216,0.49741,n
0.39480,0.00476,p
0.51511,0.45691,n
0.43296,0.59233,n
0.59966,0.44971,p
0.14269,0.57370,p
0.40528,0.56604,n
0.83319,0.82725,p
0.54391,0.86756,p
0.75334,0.43324,n
0.42342,0.66285,n
0.30821,0.40561,n
0.35909,0.06776,p
0.33472,0.67788,n
0.26314,0.58062,p
0.28954,0.60017,n
0.56649,0.54466,n
0.01458,0.13627,p
0.24539,0.86148,p
0.22787,0.50945,n
0.37884,0.44891,n
0.62602,0.99018,p
0.03736,0.40808,p
0.37127,0.61212,n
0.29815,0.44399,n
0.39484,0.62394,n
0.54592,0.99851,p
0.85616,0.83647,p
0.21212,0.87563,p
0.46263,0.13830,p
0.49037,0.42219,n
0.23497,0.77145,p
0.80665,0.56920,p
0.42851,0.52449,n
0.39466,0.30645,n
0.45506,0.53076,n
0.46608,0.65320,n
0.15962,0.31134,p
0.43789,0.51300,n
0.39563,0.36494,n
0.97327,0.33940,p
0.00246,0.56232,p
0.69117,0.09822,n
0.23254,0.93654,p
0.25037,0.38284,n
0.26459,0.21265,p
0.26060,0.59948,n
0.14610,0.61930,p
0.53544,0.83566,p
0.32840,0.66322,n
0.85826,0.69420,p
0.87361,0.18550,p
0.48953,0.44304,n
0.80499,0.55587,p
0.13339,0.15567,p
0.32226,0.56202,n
0.40190,0.67568,p
0.30170,0.56869,n
0.19748,0.10513,p
0.25634,0.59255,n
0.85636,0.95433,p
0.29002,0.40643,n
0.52807,0.54687,n
0.30143,0.32746,n
0.05061,0.34388,p
0.90425,0.63530,p
0.21795,0.55423,n
0.00395,0.47519,p
0.05626,0.94958,n
0.96785,0.99017,p
0.60240,0.27612,p
0.31628,0.26237,p
0.28471,0.43004,n
0.59737,0.01086,p
0.26130,0.41200,n
0.36846,0.57698,n
0.39496,0.44133,n
0.15568,0.97122,p
0.46372,0.41895,n
0.97218,0.51669,p
0.38058,0.79966,p
0.55140,0.79878,p
0.38759,0.67548,n
0.53318,0.54344,n
0.69495,0.20595,p
0.60607,0.21901,p
0.26548,0.58506,n
0.51260,0.66362,n
0.50783,0.64090,n
0.48203,0.35256,n
0.56058,0.33834,p
0.87301,0.01694,p
0.36283,0.42435,n
0.40771,0.34119,n
0.89845,0.41825,n
0.09888,0.78199,p
0.19128,0.25613,p
0.99007,0.11792,p
0.29593,0.36287,p
0.21482,0.83323,p
0.78915,0.88190,p
0.45756,0.39617,n
0.21294,0.13138,p
