at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,at11,at12,at13,at14,at15,at16,at17,at18,at19,at20,at21,at22,at23,at24,at25,at26,at27,at28,at29,at30,at31,label
0.14286,0.28571,0,0.3,0.3,1,1,1,0.5,0,0,0,0.6,0.14286,0.75,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23385,0
1,0.57143,0,0.8,0.5,1,1,0.4,0.66667,0.75,1,0,0.6,0.14286,0.70652,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2341,0
0.57143,0.42857,0,0.6,0.9,0,1,0.8,0.66667,0.25,0.83333,0,1,0.047619,0.52174,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23414,0
1,0,1,1,1,0,1,1,0.33333,0.25,0.66667,0,1,0.19048,0.90217,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2342,1
0.28571,0.28571,0.33333,0.8,0.7,1,1,0.8,1,0.25,0.83333,0,1,0.19048,0.90217,0.030612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23421,0
0.85714,0.14286,0.33333,0.6,0.5,0,1,1,0.83333,0.25,0.66667,0,1,0.047619,0.32609,0.040816,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23423,0
0.57143,0.14286,0.66667,0.7,0.7,1,1,1,1,0,0.5,0,1,0.2381,0.91304,0.020408,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23423,1
1,0.28571,0.66667,0.2,0,1,1,1,0.83333,0.25,1,0,1,0.095238,0.6413,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23425,1
0.85714,0.14286,0,0.4,0.8,0,1,0.9,0.5,0.5,1,0,1,0.14286,0.63043,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23427,0
0.14286,0.57143,0,0.2,0.3,0,1,0.9,0.66667,0.25,0.83333,0,1,0.19048,0.47826,0.010204,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23427,0
0.71429,0,0.66667,0.6,0.7,1,1,0.7,0.66667,0.25,0.83333,0,1,0.047619,0.84783,0.040816,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23454,1
1,0.14286,0.33333,0.4,0,1,1,0.8,0.66667,0.25,1,0,1,0.047619,0.47826,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23462,0
0.57143,0.28571,0.33333,0.5,0.5,1,1,0.7,0.66667,0.5,1,0,1,0.095238,0.47826,0,0.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23464,0
0.28571,0.14286,0.33333,0.4,0.8,1,1,0.7,0.33333,0.25,1,0,0.8,0.14286,0.48913,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23466,0
0.42857,0.71429,0.33333,0.5,0.5,1,1,1,0.83333,0,1,0,1,0.14286,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23466,0
0.28571,0.71429,0,0.5,0.3,0,1,0.5,0.33333,0.75,1,0,0.2,0,0.6413,0.05102,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2347,0
1,0.28571,0,0.5,0.3,1,0,0.5,0.16667,0.5,1,0,1,0.047619,0.65217,0.030612,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.2347,0
0.85714,0.14286,0.33333,0.5,0.8,1,1,0.8,1,0.75,0.83333,0,1,0.14286,0.54348,0.030612,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2347,0
0.71429,0.57143,0.33333,0.2,0.3,0,1,0.9,0.16667,0.75,1,0,0.6,0.095238,0.43478,0.010204,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23474,0
0.71429,0.71429,0.33333,0.3,0.3,1,1,1,0.5,0.25,1,0,1,0,0.21739,0.05102,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23476,0
0.71429,0.14286,0,0.4,0.5,1,0,0.6,0.16667,0.5,0.33333,0,1,0.14286,0.65217,0.010204,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23477,0
0.71429,0.28571,0.66667,0.4,0.7,1,1,0.9,0.5,0,1,0,1,0.095238,0.81522,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2351,1
0.85714,0.14286,0,0.6,0.7,0,1,0.8,0.5,0.25,1,0,0.8,0.14286,0.46739,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23607,0
0.57143,0,0.66667,0.8,1,1,1,1,0.5,0.25,1,0,0.4,0.19048,0.66304,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23639,1
1,0,0.66667,1,1,1,1,0.5,0.16667,0.5,1,0,1,0.2381,0.32609,0.030612,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23649,1
0.28571,0.14286,1,0.4,0.6,1,1,1,0.83333,0.25,1,0,1,0.19048,0.6413,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23649,1
0.28571,0.14286,0.33333,0.8,0.8,0,1,0.8,0.83333,0,0.83333,0,1,0.14286,0.88043,0.020408,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23653,0
0.42857,0,1,0.7,0.6,1,1,0.9,0.83333,0.25,1,0,1,0.14286,0.13043,0.030612,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23657,1
0.57143,0.42857,1,0.3,0.6,1,1,0.8,0.5,0.75,0.16667,0,0.8,0.047619,0.36957,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23659,1
1,0.85714,0.33333,0.4,0.1,1,1,0.8,0.83333,0,1,0,1,0.14286,0.59783,0.010204,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23659,0
0.42857,0,0.66667,0.5,0.5,0,0,0.8,0.66667,0.25,0,0,1,0.19048,0.77174,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23686,1
0.57143,0.14286,1,0.3,0.3,1,1,0.8,0.5,0.5,1,0,1,0.14286,0.72826,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23686,1
0.42857,0.14286,0.33333,0.6,0,0,1,1,0.16667,0.25,1,0,0.2,0.14286,0.93478,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23694,0
0.71429,0.28571,0.66667,0.5,0.5,1,1,0.9,0.83333,0.5,0,0,1,0.047619,0.46739,0.081633,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23695,1
0.28571,0.14286,0.66667,0.7,0.6,1,1,0.8,0.5,0.25,0.33333,0,1,0.19048,0.52174,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23695,1
1,1,0.66667,0.5,0.3,0,1,1,0.5,0.5,0.83333,0,1,0.095238,0.41304,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23695,1
0.85714,0.28571,0.66667,0.7,0.6,1,1,0.3,0.5,0.25,1,0,0.2,0.095238,0.8587,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23699,1
0.28571,0.42857,0.33333,0.8,0.8,0,1,0.9,1,0,0.33333,0,1,0.19048,0.84783,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23699,0
1,0.28571,0.33333,0,0.1,1,0,1,0.5,0.5,1,0,1,0.047619,0.46739,0.030612,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23699,0
0.14286,0.42857,0,0.5,0.8,0,1,0.8,0.66667,0.5,1,0,1,0,0.6087,0.05102,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23701,0
0.85714,0.14286,0.66667,0.5,0.7,1,1,0.9,0.16667,0.5,1,0,0.8,0.095238,0.47826,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23701,1
0.14286,0.14286,0.33333,0.6,0.6,1,1,0.9,1,0.25,1,0,1,0.095238,0.45652,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23701,0
0.28571,0.14286,0.66667,0.2,0.6,1,1,0.9,0.83333,0,1,0,1,0.14286,0.83696,0.020408,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23703,1
0.57143,0.28571,1,1,0.9,1,1,0.9,1,0,1,0,0.4,0.095238,0.80435,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23705,1
0.71429,0,0.66667,0.5,0.5,1,1,1,0.16667,0.25,0.83333,0,1,0.2381,0.83696,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23732,1
0.42857,0.42857,0.33333,0.8,0.7,0,1,0.9,0.33333,0.25,0.33333,0,1,0.047619,0.45652,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23734,0
0.42857,0.42857,0.66667,0.5,0.5,1,1,0.7,0.5,0.5,0.83333,0,1,0.095238,0.3587,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23734,1
0.42857,0.14286,0.66667,0.5,0.5,0,1,0.9,0.66667,0.25,0.5,0,1,0.095238,0.75,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23744,1
0.71429,0.28571,0.33333,0.1,0,0,0,0.9,0.83333,0.5,1,0,0.8,0,0.47826,0.05102,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23746,0
0.71429,0.14286,1,0.3,0.3,1,1,0.8,0.83333,0.5,1,0,1,0.047619,0.6413,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23748,1
0.14286,0.28571,0,0.7,0.8,1,1,0.9,0.83333,0,1,0,1,0,0.46739,0.05102,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23749,0
0.28571,0.14286,0.33333,0.5,0.5,1,1,0.7,0.5,0,1,0,1,0.14286,0.75,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23749,0
0.85714,0,0,0.5,0.5,0,1,1,1,0,1,0,1,0.047619,0.69565,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23751,0
1,0.28571,1,0.5,0.5,1,1,1,0.83333,0.25,1,0,1,0.19048,0.69565,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23753,1
0.28571,0.71429,0.66667,0.4,0.7,1,1,0.7,1,0.5,0.83333,0,1,0,0.76087,0.05102,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23753,1
0.85714,0.28571,0.33333,0.7,0.5,1,0,0.7,0.16667,0.25,1,0,1,0.14286,0.48913,0.030612,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23753,0
0.42857,0.14286,0.66667,0.5,0.5,1,1,0.7,0.83333,0.25,0,0,1,0.047619,0.61957,0.020408,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23792,1
0.57143,0.85714,0.33333,0.6,0.4,0,1,1,0.83333,0,1,0,0.8,0.047619,0.58696,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23792,0
0.57143,0.28571,0,0.6,0.6,0,0,0.7,0.5,0.5,1,0,1,0.28571,0.71739,0.020408,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23792,0
0.42857,0.57143,0.33333,0.4,0.7,1,1,0.9,0.83333,0,0,0,1,0,0.41304,0.05102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23794,0
0.42857,0,1,0.3,0.1,1,1,0.5,1,0.5,1,0,1,0.14286,0.73913,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23796,1
0.57143,0.28571,0.66667,0.5,0.6,0,1,0.6,0.83333,0.5,1,0,1,0.047619,0.82609,0.030612,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23798,1
0.57143,0.14286,0.66667,0.8,0.5,1,1,0.9,0.16667,0.25,1,0,0.4,0,0.54348,0.05102,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,1
0.71429,0.28571,0.33333,0.6,0.7,1,0,1,0.5,0.25,0.83333,0,1,0.047619,0.29348,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23825,0
1,1,0.66667,0.8,0.8,0,1,0.8,1,0.5,0.5,0,1,0.14286,0.6087,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23832,1
0.28571,0.57143,0.33333,0.5,0.5,1,1,0.8,0.5,0.25,1,0,0.8,0.047619,0.34783,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23838,0
1,1,0.66667,0.7,0.5,0,1,1,0.83333,0.25,1,0,1,0.095238,0.51087,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23838,1
0.42857,0.28571,0.66667,0.9,0.9,1,1,1,0.83333,0,1,0,0.6,0.14286,0.69565,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23844,1
0.57143,0.14286,0.33333,0.7,0.7,1,1,0.8,1,0.25,0.5,0,0.6,0.19048,0.88043,0.030612,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23873,0
0.57143,0.14286,0.33333,0.5,0.5,1,1,1,0.83333,0.25,1,0,1,0.095238,0.65217,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23875,0
0.71429,0.14286,0.33333,0.3,0.3,1,1,0.5,0.5,0.5,1,0,1,0.14286,0.61957,0.020408,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23917,0
1,0.28571,1,0.5,1,0,1,0.5,0.5,0.25,1,0,1,0.095238,0.55435,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23917,1
0.71429,0.28571,0,0.4,0.8,0,1,1,1,0,0,0,0.4,0.14286,0.54348,0.010204,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23919,0
1,0.28571,0.66667,1,1,0,1,1,0.66667,0,0.33333,0,1,0.095238,0.3913,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23919,1
1,0.28571,0,0.6,0.4,0,1,0.9,0.33333,0.75,0,0,1,0.047619,0.31522,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23925,0
0.57143,0.14286,0.66667,0.5,0.7,0,1,1,1,0,1,0,1,0.19048,0.65217,0.010204,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23927,1
0.28571,0,1,0.5,0.2,1,1,1,0.83333,0.25,0.83333,0,1,0,0.82609,0.05102,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23929,1
0.14286,0.14286,0.66667,0,0.5,1,1,1,0.83333,0.25,1,0,1,0.14286,0.71739,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23931,1
0.85714,1,0,0.5,0.6,1,0,0.9,0.5,0.25,1,0,0.8,0.047619,0.46739,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23931,0
0.28571,0.14286,1,0.4,0.4,1,1,0.8,0.83333,0.25,1,0,1,0.14286,0.66304,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23931,1
0.57143,0.28571,0,0.6,0.6,1,1,1,0.83333,0.25,1,0,0.8,0.095238,0.56522,0.010204,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23931,0
0.71429,0.28571,0.66667,0.4,0.5,1,1,0.8,0.83333,0.5,0.83333,0,1,0,0.23913,0.05102,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23933,1
0.57143,0.14286,1,0.6,0.5,1,1,0.7,0.83333,0,1,0,1,0,0.76087,0.05102,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23933,1
0.28571,0.28571,0.33333,0.7,0.7,1,1,0.1,0.33333,0,0,0,0.8,0.14286,0.68478,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23935,0
1,0.42857,0.33333,0.8,0.5,1,1,0.9,0.66667,0.5,0.16667,0,1,0,0.28261,0.05102,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23937,0
0.71429,0.28571,0,0.6,0.2,1,1,0.7,0.5,0.5,1,0,0.4,0.095238,0.65217,0.010204,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23937,0
0.71429,0.42857,0.33333,0.2,0.2,1,1,1,0.83333,0.25,0.83333,0,0.8,0.095238,0.40217,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23962,0
0.85714,0.14286,0.33333,0.8,0.2,0,1,0.8,0.83333,0.25,0,0,1,0.14286,0.56522,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23973,0
0.85714,0.42857,0.66667,0.2,0.3,1,1,0.7,1,0.5,1,0,1,0.047619,0.41304,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23977,1
0.28571,0.14286,0.66667,0.7,0.6,1,1,0.6,0,1,0.83333,0,1,0.047619,0.33696,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23979,1
0.28571,0,1,0.8,0.8,0,1,1,1,0,1,0,1,0.047619,0.8913,0.010204,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23981,1
0.71429,0,0.66667,0.7,0.6,1,1,1,0.83333,0.25,0,0,0.8,0.2381,0.53261,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23983,1
0.28571,0.42857,0.33333,0.5,0.3,1,1,0.7,0.5,0.25,1,0,1,0,0.71739,0.05102,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23985,0
0.28571,0.28571,0.33333,0.6,0.7,1,1,0.8,0.5,0.25,1,0,0.6,0.19048,0.67391,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23985,0
1,1,0,0.5,0.8,0,0,0.8,0.83333,0.25,1,0,1,0,0.3913,0.05102,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2401,0
0.71429,0.14286,0.66667,0.5,0.5,1,1,1,1,0,1,0,1,0.047619,0.48913,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.24012,1
1,0.14286,0.66667,0.5,0.6,1,1,0.9,0.66667,0.5,1,0,1,0.33333,0.8913,0.030612,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24027,1
0.85714,0.14286,0.66667,0.2,0.7,1,1,0.4,0.83333,0.25,1,0,0.6,0.095238,0.80435,0.010204,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24029,1
1,0,0.66667,0.2,0.1,0,1,0.8,1,0.25,1,0,1,0.047619,0.83696,0.081633,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24029,1
0.71429,0,0.66667,0.5,0.5,1,1,0.9,0,0.5,1,0,0.2,0.2381,0.92391,0.030612,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24029,1
1,0.14286,1,0,0,1,1,0.5,0.66667,0.5,1,0,1,0,0.48913,0.05102,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24056,1
0,0.57143,0.33333,0.6,0.6,0,1,1,0.83333,0,1,0,1,0.14286,0.68478,0.010204,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24066,0
1,0.14286,0.33333,0.5,0.3,1,1,0.9,0.66667,0.5,1,0,0.8,0.047619,0.3913,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24066,0
0.85714,0.14286,0.33333,0.4,0.4,1,1,1,0.16667,0.25,1,0,0.8,0.095238,0.53261,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24074,0
0.28571,0.14286,0.66667,0.5,0.7,1,1,0.8,0.66667,0.5,1,0,1,0.14286,0.58696,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24074,1
0.85714,0.14286,0.66667,0.6,0.7,1,1,0.9,0.66667,0.25,1,0,1,0.19048,0.66304,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24074,1
0.42857,0.28571,0,0.5,0.3,0,1,0.8,1,0,0.83333,0,1,0.047619,0.54348,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24074,0
0.85714,0.28571,0.66667,0.6,0.7,1,1,0.8,0.66667,0.25,0.83333,0,0.8,0.095238,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24075,1
0.57143,0.28571,1,0.1,0,1,1,0.9,0.83333,0,1,0,1,0.14286,0.63043,0.010204,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24075,1
0.71429,0,1,0.5,0.3,1,1,0.7,1,0.25,1,0,0.8,0.19048,0.79348,0.010204,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24075,1
0.57143,0.57143,0,0,0,1,1,0.7,0.5,0.25,1,0,1,0.047619,0.44565,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.24077,0
0.14286,0,0.66667,0,0.1,1,1,0.8,0.66667,0.25,1,0,0.6,0,0.75,0.05102,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24077,1
0.28571,0.14286,0.33333,0.8,0.7,1,1,0.8,0.83333,0.25,0.5,0,0.6,0.19048,0.66304,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24114,0
1,0.14286,0.33333,0.6,0.5,1,1,0.9,0.5,0.5,0,0,1,0.047619,0.42391,0.081633,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24114,0
0.42857,0,1,0.4,0.6,1,1,0.7,0.66667,0.25,1,0,1,0.14286,0.88043,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24116,1
0.42857,0.14286,0.66667,0.4,0.7,1,1,0.7,0.5,0.25,0.83333,0,0.2,0.047619,0.78261,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2412,1
0.85714,0,1,0.5,0.5,1,1,0.8,0.66667,0.5,1,0,1,0.14286,0.83696,0.030612,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2412,1
0.42857,0.28571,0.33333,0.4,0.5,0,1,0.7,0.5,0,0.5,0,0.8,0,0.67391,0.05102,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24151,0
0.42857,0.14286,1,0.5,0.5,0,1,0.8,0.66667,0,1,0,0.8,0.19048,0.73913,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2416,1
0.28571,0.14286,0.66667,0,0,1,1,1,0.5,0.5,0,0,1,0.047619,0.23913,0.010204,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.24164,1
0.28571,0.14286,0.66667,0.6,0.6,1,1,1,1,0,0,0,0.4,0.095238,0.80435,0.081633,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24197,1
0.42857,0.28571,0,0.5,0.5,0,0,0.9,0.83333,0.25,0.83333,0,1,0.047619,0.33696,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24205,0
1,0.14286,0.33333,0.8,0.5,0,0,0.5,0.83333,0.25,0,0,1,0,0.36957,0.05102,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.24212,0
0.85714,0.71429,0,0.5,0.5,0,0,1,0.83333,0,1,0,1,0.047619,0.38043,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2429,0
1,0.42857,1,0.4,0.4,0,1,1,0.83333,0.75,0,0,0.8,0.047619,0.38043,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24297,1
0.71429,0.28571,0.33333,0.7,0.8,1,1,0.9,1,0.25,0.16667,0,1,0.095238,0.78261,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24299,0
0.71429,0.14286,0.33333,0.3,0.2,0,1,1,0.5,0,0.83333,0,1,0.14286,0.58696,0.010204,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24301,0
0.28571,1,1,0.7,0.8,1,1,1,0.66667,0.25,1,0,1,0.14286,0.70652,0.010204,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24303,1
0.14286,0,0.33333,0.8,0.6,1,1,0.6,0.16667,0.5,0.16667,0,0.6,0.14286,0.73913,0.081633,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24303,0
0.57143,0.14286,1,1,1,1,1,1,0.83333,0,1,0,1,0.047619,0.5,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24303,1
1,0,0,0,0.3,1,1,1,0.83333,0.5,0.5,0,0.8,0.14286,0.55435,0.010204,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24305,0
0.57143,0.14286,0.33333,0.8,0.8,0,1,0.8,0.83333,0,1,0,1,0.047619,0.83696,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24305,0
0,0.14286,1,0.7,0.5,1,1,0.6,1,0,0.83333,0,1,0.19048,0.90217,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24305,1
0.14286,0,0.33333,0.7,0.7,0,1,1,0.33333,0,0,0,0.2,0.14286,0.77174,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24305,0
0.71429,0.14286,0.33333,0.5,0.4,1,1,0.9,0.33333,0.5,0.83333,0,1,0.047619,0.47826,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24305,0
0.14286,0,1,0.5,0.8,1,1,0.8,0.66667,0.5,0.83333,0,0.4,0.14286,0.69565,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24309,1
1,0.14286,1,0.7,0.7,1,1,0.7,0.83333,0.5,0.83333,0,1,0.047619,0.82609,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24309,1
1,0,1,0.3,0.3,1,1,0.6,0.83333,0.25,1,0,1,0.047619,0.78261,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24309,1
0.85714,0.14286,0.33333,0.3,0.8,1,1,0.8,0.83333,0.5,1,0,1,0.19048,0.6413,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24309,0
1,0,1,0.1,0.1,1,1,1,0.66667,0,1,0,1,0.095238,0.53261,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.24332,1
0.71429,0.14286,0.66667,0.5,0.5,1,1,0.9,0.83333,0.25,1,0,1,0.095238,0.55435,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24334,1
0.71429,0.28571,0.33333,0,0.3,1,1,0.9,0.83333,0,0.16667,0,0.8,0,0.59783,0.05102,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24334,0
0.28571,0.14286,0.66667,0.5,0.5,1,0,0.7,0.5,0.25,0.16667,0,1,0.095238,0.71739,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24344,1
1,1,0,0.7,0.1,1,1,1,0.83333,0.75,1,0,1,0.19048,0.59783,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24347,0
0.42857,0.14286,0,0.4,0.6,1,1,0.9,0.66667,0,0,0,0.4,0.19048,0.78261,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24347,0
0.85714,0.85714,0.33333,0.7,0.7,1,1,1,0.83333,0.25,0.33333,0,1,0.095238,0.3913,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.24351,0
0.85714,0.28571,0.33333,0.4,0.7,0,1,0.5,0.33333,0.5,0.83333,0,0.8,0.14286,0.57609,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24351,0
0.42857,0.14286,0.66667,0.7,0.8,1,1,0.9,0.66667,0,0,0,0.6,0.14286,0.86957,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24351,1
